Date,Vehicle body type,Motive power,Count
2018-12-01T00:00:00.000,Light Vehicle,Petrol,226239
2018-12-01T00:00:00.000,Light Vehicle,Other,138
2018-12-01T00:00:00.000,Light Vehicle,LPG,931
2018-12-01T00:00:00.000,Light Vehicle,Hybrid,2637
2018-12-01T00:00:00.000,Light Vehicle,Electric,201
2018-12-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,12
2018-12-01T00:00:00.000,Light Vehicle,Diesel,51800
2018-12-01T00:00:00.000,Motorcycle,,10
2018-12-01T00:00:00.000,Motorcycle,Petrol,12342
2018-12-01T00:00:00.000,Light Vehicle,,40016
2018-12-01T00:00:00.000,Heavy Vehicle,,456
2018-12-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,6
2018-12-01T00:00:00.000,Heavy Vehicle,Petrol,28
2018-12-01T00:00:00.000,Heavy Vehicle,LPG,13
2018-12-01T00:00:00.000,Heavy Vehicle,Diesel,2599
2018-12-01T00:00:00.000,Heavy Vehicle,CNG,73
2018-12-01T00:00:00.000,Motorcycle,Diesel,4
2018-12-01T00:00:00.000,Heavy Vehicle,Electric,4
2018-12-01T00:00:00.000,Motorcycle,Other,1
2018-12-01T00:00:00.000,Light Vehicle,Petrol Or Cng Option,1
2018-12-01T00:00:00.000,Light Vehicle,CNG,1
2018-12-01T00:00:00.000,Light Vehicle,Solar,2
2018-12-01T00:00:00.000,Motorcycle,Electric,11
2018-12-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,65
2018-12-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,1280
2018-12-01T00:00:00.000,Light Vehicle,Petrol,226239
2018-12-01T00:00:00.000,Light Vehicle,Other,138
2018-12-01T00:00:00.000,Light Vehicle,LPG,931
2018-12-01T00:00:00.000,Light Vehicle,Hybrid,2637
2018-12-01T00:00:00.000,Light Vehicle,Electric,201
2018-12-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,12
2018-12-01T00:00:00.000,Light Vehicle,Diesel,51800
2018-12-01T00:00:00.000,Motorcycle,,10
2018-12-01T00:00:00.000,Motorcycle,Petrol,12342
2018-12-01T00:00:00.000,Light Vehicle,,40016
2018-12-01T00:00:00.000,Heavy Vehicle,,456
2018-12-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,6
2018-12-01T00:00:00.000,Heavy Vehicle,Petrol,28
2018-12-01T00:00:00.000,Heavy Vehicle,LPG,13
2018-12-01T00:00:00.000,Heavy Vehicle,Diesel,2599
2018-12-01T00:00:00.000,Heavy Vehicle,CNG,73
2018-12-01T00:00:00.000,Motorcycle,Diesel,4
2018-12-01T00:00:00.000,Heavy Vehicle,Electric,4
2018-12-01T00:00:00.000,Motorcycle,Other,1
2018-12-01T00:00:00.000,Light Vehicle,Petrol Or Cng Option,1
2018-12-01T00:00:00.000,Light Vehicle,CNG,1
2018-12-01T00:00:00.000,Light Vehicle,Solar,2
2019-01-01T00:00:00.000,Light Vehicle,,40124
2019-01-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,70
2019-01-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,1242
2019-01-01T00:00:00.000,Light Vehicle,Petrol,226523
2019-01-01T00:00:00.000,Light Vehicle,Other,135
2019-01-01T00:00:00.000,Light Vehicle,LPG,929
2019-01-01T00:00:00.000,Light Vehicle,Hybrid,2675
2019-01-01T00:00:00.000,Light Vehicle,Electric,200
2019-01-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,12
2019-01-01T00:00:00.000,Light Vehicle,Diesel,52077
2019-01-01T00:00:00.000,Motorcycle,,13
2019-01-01T00:00:00.000,Motorcycle,Petrol,12574
2019-01-01T00:00:00.000,Motorcycle,Electric,11
2019-01-01T00:00:00.000,Heavy Vehicle,,453
2019-01-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,6
2019-01-01T00:00:00.000,Heavy Vehicle,Petrol,27
2019-01-01T00:00:00.000,Heavy Vehicle,LPG,13
2019-01-01T00:00:00.000,Heavy Vehicle,Diesel,2605
2019-01-01T00:00:00.000,Heavy Vehicle,CNG,73
2019-01-01T00:00:00.000,Motorcycle,Diesel,5
2019-01-01T00:00:00.000,Heavy Vehicle,Electric,5
2019-01-01T00:00:00.000,Motorcycle,Other,1
2019-01-01T00:00:00.000,Light Vehicle,Petrol Or Cng Option,1
2019-01-01T00:00:00.000,Light Vehicle,Solar,2
2019-01-01T00:00:00.000,Light Vehicle,CNG,2
2019-01-01T00:00:00.000,Light Vehicle,,40124
2019-01-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,70
2019-01-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,1242
2019-01-01T00:00:00.000,Light Vehicle,Petrol,226523
2019-01-01T00:00:00.000,Light Vehicle,Other,135
2019-01-01T00:00:00.000,Light Vehicle,LPG,929
2019-01-01T00:00:00.000,Light Vehicle,Hybrid,2675
2019-01-01T00:00:00.000,Light Vehicle,Electric,200
2019-01-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,12
2019-01-01T00:00:00.000,Light Vehicle,Diesel,52077
2019-01-01T00:00:00.000,Motorcycle,,13
2019-01-01T00:00:00.000,Motorcycle,Petrol,12574
2019-01-01T00:00:00.000,Motorcycle,Electric,11
2019-01-01T00:00:00.000,Heavy Vehicle,,453
2019-01-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,6
2019-01-01T00:00:00.000,Heavy Vehicle,Petrol,27
2019-01-01T00:00:00.000,Heavy Vehicle,LPG,13
2019-01-01T00:00:00.000,Heavy Vehicle,Diesel,2605
2019-01-01T00:00:00.000,Heavy Vehicle,CNG,73
2019-01-01T00:00:00.000,Motorcycle,Diesel,5
2019-01-01T00:00:00.000,Heavy Vehicle,Electric,5
2019-01-01T00:00:00.000,Motorcycle,Other,1
2019-01-01T00:00:00.000,Light Vehicle,Petrol Or Cng Option,1
2019-01-01T00:00:00.000,Light Vehicle,Solar,2
2019-01-01T00:00:00.000,Light Vehicle,CNG,2
2019-02-01T00:00:00.000,Light Vehicle,CNG,2
2019-02-01T00:00:00.000,Light Vehicle,,40116
2019-02-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,72
2019-02-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,1237
2019-02-01T00:00:00.000,Light Vehicle,Petrol,226956
2019-02-01T00:00:00.000,Light Vehicle,Other,135
2019-02-01T00:00:00.000,Light Vehicle,LPG,933
2019-02-01T00:00:00.000,Light Vehicle,Hybrid,2731
2019-02-01T00:00:00.000,Light Vehicle,Electric,206
2019-02-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,12
2019-02-01T00:00:00.000,Light Vehicle,Diesel,52302
2019-02-01T00:00:00.000,Motorcycle,,13
2019-02-01T00:00:00.000,Motorcycle,Petrol,12642
2019-02-01T00:00:00.000,Motorcycle,Electric,12
2019-02-01T00:00:00.000,Heavy Vehicle,,449
2019-02-01T00:00:00.000,Heavy Vehicle,Petrol,28
2019-02-01T00:00:00.000,Heavy Vehicle,LPG,14
2019-02-01T00:00:00.000,Heavy Vehicle,Diesel,2598
2019-02-01T00:00:00.000,Heavy Vehicle,CNG,73
2019-02-01T00:00:00.000,Motorcycle,Diesel,5
2019-02-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,5
2019-02-01T00:00:00.000,Heavy Vehicle,Electric,5
2019-02-01T00:00:00.000,Motorcycle,Other,1
2019-02-01T00:00:00.000,Light Vehicle,Petrol Or Cng Option,1
2019-02-01T00:00:00.000,Light Vehicle,Solar,2
2019-02-01T00:00:00.000,Light Vehicle,CNG,2
2019-02-01T00:00:00.000,Light Vehicle,,40116
2019-02-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,72
2019-02-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,1237
2019-02-01T00:00:00.000,Light Vehicle,Petrol,226956
2019-02-01T00:00:00.000,Light Vehicle,Other,135
2019-02-01T00:00:00.000,Light Vehicle,LPG,933
2019-02-01T00:00:00.000,Light Vehicle,Hybrid,2731
2019-02-01T00:00:00.000,Light Vehicle,Electric,206
2019-02-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,12
2019-02-01T00:00:00.000,Light Vehicle,Diesel,52302
2019-02-01T00:00:00.000,Motorcycle,,13
2019-02-01T00:00:00.000,Motorcycle,Petrol,12642
2019-02-01T00:00:00.000,Motorcycle,Electric,12
2019-02-01T00:00:00.000,Heavy Vehicle,,449
2019-02-01T00:00:00.000,Heavy Vehicle,Petrol,28
2019-02-01T00:00:00.000,Heavy Vehicle,LPG,14
2019-02-01T00:00:00.000,Heavy Vehicle,Diesel,2598
2019-02-01T00:00:00.000,Heavy Vehicle,CNG,73
2019-02-01T00:00:00.000,Motorcycle,Diesel,5
2019-02-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,5
2019-02-01T00:00:00.000,Heavy Vehicle,Electric,5
2019-02-01T00:00:00.000,Motorcycle,Other,1
2019-02-01T00:00:00.000,Light Vehicle,Petrol Or Cng Option,1
2019-02-01T00:00:00.000,Light Vehicle,Solar,2
2019-03-01T00:00:00.000,Heavy Vehicle,,453
2019-03-01T00:00:00.000,Light Vehicle,Petrol,227482
2019-03-01T00:00:00.000,Light Vehicle,Other,135
2019-03-01T00:00:00.000,Light Vehicle,LPG,926
2019-03-01T00:00:00.000,Light Vehicle,Hybrid,2782
2019-03-01T00:00:00.000,Light Vehicle,Electric,203
2019-03-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,14
2019-03-01T00:00:00.000,Light Vehicle,Diesel,52577
2019-03-01T00:00:00.000,Motorcycle,,13
2019-03-01T00:00:00.000,Motorcycle,Petrol,12375
2019-03-01T00:00:00.000,Light Vehicle,,39798
2019-03-01T00:00:00.000,Motorcycle,Electric,12
2019-03-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,1235
2019-03-01T00:00:00.000,Heavy Vehicle,Petrol,28
2019-03-01T00:00:00.000,Heavy Vehicle,LPG,14
2019-03-01T00:00:00.000,Heavy Vehicle,Diesel,2601
2019-03-01T00:00:00.000,Heavy Vehicle,CNG,73
2019-03-01T00:00:00.000,Motorcycle,Diesel,5
2019-03-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,5
2019-03-01T00:00:00.000,Heavy Vehicle,Electric,5
2019-03-01T00:00:00.000,Motorcycle,Other,1
2019-03-01T00:00:00.000,Light Vehicle,Solar,2
2019-03-01T00:00:00.000,Light Vehicle,CNG,2
2019-03-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,75
2019-03-01T00:00:00.000,Heavy Vehicle,,453
2019-03-01T00:00:00.000,Light Vehicle,Petrol,227482
2019-03-01T00:00:00.000,Light Vehicle,Other,135
2019-03-01T00:00:00.000,Light Vehicle,LPG,926
2019-03-01T00:00:00.000,Light Vehicle,Hybrid,2782
2019-03-01T00:00:00.000,Light Vehicle,Electric,203
2019-03-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,14
2019-03-01T00:00:00.000,Light Vehicle,Diesel,52577
2019-03-01T00:00:00.000,Motorcycle,,13
2019-03-01T00:00:00.000,Motorcycle,Petrol,12375
2019-03-01T00:00:00.000,Light Vehicle,,39798
2019-03-01T00:00:00.000,Motorcycle,Electric,12
2019-03-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,1235
2019-03-01T00:00:00.000,Heavy Vehicle,Petrol,28
2019-03-01T00:00:00.000,Heavy Vehicle,LPG,14
2019-03-01T00:00:00.000,Heavy Vehicle,Diesel,2601
2019-03-01T00:00:00.000,Heavy Vehicle,CNG,73
2019-03-01T00:00:00.000,Motorcycle,Diesel,5
2019-03-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,5
2019-03-01T00:00:00.000,Heavy Vehicle,Electric,5
2019-03-01T00:00:00.000,Motorcycle,Other,1
2019-03-01T00:00:00.000,Light Vehicle,Solar,2
2019-03-01T00:00:00.000,Light Vehicle,CNG,2
2019-03-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,75
2019-04-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,75
2019-04-01T00:00:00.000,Light Vehicle,,39747
2019-04-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,1226
2019-04-01T00:00:00.000,Light Vehicle,Petrol,226539
2019-04-01T00:00:00.000,Light Vehicle,Other,136
2019-04-01T00:00:00.000,Light Vehicle,LPG,910
2019-04-01T00:00:00.000,Light Vehicle,Hybrid,2847
2019-04-01T00:00:00.000,Light Vehicle,Electric,209
2019-04-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,12
2019-04-01T00:00:00.000,Light Vehicle,Diesel,52723
2019-04-01T00:00:00.000,Motorcycle,,13
2019-04-01T00:00:00.000,Motorcycle,Petrol,11911
2019-04-01T00:00:00.000,Motorcycle,Electric,12
2019-04-01T00:00:00.000,Heavy Vehicle,,457
2019-04-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,6
2019-04-01T00:00:00.000,Heavy Vehicle,Petrol,28
2019-04-01T00:00:00.000,Heavy Vehicle,LPG,14
2019-04-01T00:00:00.000,Heavy Vehicle,Diesel,2595
2019-04-01T00:00:00.000,Heavy Vehicle,CNG,73
2019-04-01T00:00:00.000,Heavy Vehicle,Electric,5
2019-04-01T00:00:00.000,Motorcycle,Diesel,3
2019-04-01T00:00:00.000,Motorcycle,Other,1
2019-04-01T00:00:00.000,Light Vehicle,Petrol Or Cng Option,1
2019-04-01T00:00:00.000,Light Vehicle,Solar,2
2019-04-01T00:00:00.000,Light Vehicle,CNG,2
2019-04-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,75
2019-04-01T00:00:00.000,Light Vehicle,,39747
2019-04-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,1226
2019-04-01T00:00:00.000,Light Vehicle,Petrol,226539
2019-04-01T00:00:00.000,Light Vehicle,Other,136
2019-04-01T00:00:00.000,Light Vehicle,LPG,910
2019-04-01T00:00:00.000,Light Vehicle,Hybrid,2847
2019-04-01T00:00:00.000,Light Vehicle,Electric,209
2019-04-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,12
2019-04-01T00:00:00.000,Light Vehicle,Diesel,52723
2019-04-01T00:00:00.000,Motorcycle,,13
2019-04-01T00:00:00.000,Motorcycle,Petrol,11911
2019-04-01T00:00:00.000,Motorcycle,Electric,12
2019-04-01T00:00:00.000,Heavy Vehicle,,457
2019-04-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,6
2019-04-01T00:00:00.000,Heavy Vehicle,Petrol,28
2019-04-01T00:00:00.000,Heavy Vehicle,LPG,14
2019-04-01T00:00:00.000,Heavy Vehicle,Diesel,2595
2019-04-01T00:00:00.000,Heavy Vehicle,CNG,73
2019-04-01T00:00:00.000,Heavy Vehicle,Electric,5
2019-04-01T00:00:00.000,Motorcycle,Diesel,3
2019-04-01T00:00:00.000,Motorcycle,Other,1
2019-04-01T00:00:00.000,Light Vehicle,Petrol Or Cng Option,1
2019-04-01T00:00:00.000,Light Vehicle,Solar,2
2019-04-01T00:00:00.000,Light Vehicle,CNG,2
2019-05-01T00:00:00.000,Motorcycle,Electric,12
2019-05-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,79
2019-05-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,1188
2019-05-01T00:00:00.000,Light Vehicle,Petrol,226568
2019-05-01T00:00:00.000,Light Vehicle,Other,135
2019-05-01T00:00:00.000,Light Vehicle,LPG,903
2019-05-01T00:00:00.000,Light Vehicle,Hybrid,2949
2019-05-01T00:00:00.000,Light Vehicle,Electric,215
2019-05-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,12
2019-05-01T00:00:00.000,Light Vehicle,Diesel,52948
2019-05-01T00:00:00.000,Motorcycle,,13
2019-05-01T00:00:00.000,Motorcycle,Petrol,11442
2019-05-01T00:00:00.000,Light Vehicle,,39621
2019-05-01T00:00:00.000,Heavy Vehicle,,451
2019-05-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,6
2019-05-01T00:00:00.000,Heavy Vehicle,Petrol,28
2019-05-01T00:00:00.000,Heavy Vehicle,LPG,14
2019-05-01T00:00:00.000,Heavy Vehicle,Diesel,2582
2019-05-01T00:00:00.000,Heavy Vehicle,CNG,73
2019-05-01T00:00:00.000,Heavy Vehicle,Electric,5
2019-05-01T00:00:00.000,Motorcycle,Other,1
2019-05-01T00:00:00.000,Light Vehicle,Petrol Or Cng Option,1
2019-05-01T00:00:00.000,Motorcycle,Diesel,2
2019-05-01T00:00:00.000,Light Vehicle,Solar,2
2019-05-01T00:00:00.000,Light Vehicle,CNG,2
2019-05-01T00:00:00.000,Motorcycle,Electric,12
2019-05-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,79
2019-05-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,1188
2019-05-01T00:00:00.000,Light Vehicle,Petrol,226568
2019-05-01T00:00:00.000,Light Vehicle,Other,135
2019-05-01T00:00:00.000,Light Vehicle,LPG,903
2019-05-01T00:00:00.000,Light Vehicle,Hybrid,2949
2019-05-01T00:00:00.000,Light Vehicle,Electric,215
2019-05-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,12
2019-05-01T00:00:00.000,Light Vehicle,Diesel,52948
2019-05-01T00:00:00.000,Motorcycle,,13
2019-05-01T00:00:00.000,Motorcycle,Petrol,11442
2019-05-01T00:00:00.000,Light Vehicle,,39621
2019-05-01T00:00:00.000,Heavy Vehicle,,451
2019-05-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,6
2019-05-01T00:00:00.000,Heavy Vehicle,Petrol,28
2019-05-01T00:00:00.000,Heavy Vehicle,LPG,14
2019-05-01T00:00:00.000,Heavy Vehicle,Diesel,2582
2019-05-01T00:00:00.000,Heavy Vehicle,CNG,73
2019-05-01T00:00:00.000,Heavy Vehicle,Electric,5
2019-05-01T00:00:00.000,Motorcycle,Other,1
2019-05-01T00:00:00.000,Light Vehicle,Petrol Or Cng Option,1
2019-05-01T00:00:00.000,Motorcycle,Diesel,2
2019-05-01T00:00:00.000,Light Vehicle,Solar,2
2019-05-01T00:00:00.000,Light Vehicle,CNG,2
2019-06-01T00:00:00.000,Light Vehicle,,39305
2019-06-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,83
2019-06-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,1166
2019-06-01T00:00:00.000,Light Vehicle,Petrol,226604
2019-06-01T00:00:00.000,Light Vehicle,Other,131
2019-06-01T00:00:00.000,Light Vehicle,LPG,887
2019-06-01T00:00:00.000,Light Vehicle,Hybrid,3043
2019-06-01T00:00:00.000,Light Vehicle,Electric,220
2019-06-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,10
2019-06-01T00:00:00.000,Light Vehicle,Diesel,53171
2019-06-01T00:00:00.000,Motorcycle,,13
2019-06-01T00:00:00.000,Motorcycle,Petrol,11001
2019-06-01T00:00:00.000,Motorcycle,Electric,12
2019-06-01T00:00:00.000,Heavy Vehicle,,457
2019-06-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,6
2019-06-01T00:00:00.000,Heavy Vehicle,Petrol,28
2019-06-01T00:00:00.000,Heavy Vehicle,LPG,14
2019-06-01T00:00:00.000,Heavy Vehicle,Diesel,2576
2019-06-01T00:00:00.000,Heavy Vehicle,CNG,73
2019-06-01T00:00:00.000,Heavy Vehicle,Electric,5
2019-06-01T00:00:00.000,Motorcycle,Diesel,1
2019-06-01T00:00:00.000,Light Vehicle,Petrol Or Cng Option,1
2019-06-01T00:00:00.000,Motorcycle,Other,2
2019-06-01T00:00:00.000,Light Vehicle,Solar,2
2019-06-01T00:00:00.000,Light Vehicle,CNG,2
2019-06-01T00:00:00.000,Light Vehicle,,39305
2019-06-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,83
2019-06-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,1166
2019-06-01T00:00:00.000,Light Vehicle,Petrol,226604
2019-06-01T00:00:00.000,Light Vehicle,Other,131
2019-06-01T00:00:00.000,Light Vehicle,LPG,887
2019-06-01T00:00:00.000,Light Vehicle,Hybrid,3043
2019-06-01T00:00:00.000,Light Vehicle,Electric,220
2019-06-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,10
2019-06-01T00:00:00.000,Light Vehicle,Diesel,53171
2019-06-01T00:00:00.000,Motorcycle,,13
2019-06-01T00:00:00.000,Motorcycle,Petrol,11001
2019-06-01T00:00:00.000,Motorcycle,Electric,12
2019-06-01T00:00:00.000,Heavy Vehicle,,457
2019-06-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,6
2019-06-01T00:00:00.000,Heavy Vehicle,Petrol,28
2019-06-01T00:00:00.000,Heavy Vehicle,LPG,14
2019-06-01T00:00:00.000,Heavy Vehicle,Diesel,2576
2019-06-01T00:00:00.000,Heavy Vehicle,CNG,73
2019-06-01T00:00:00.000,Heavy Vehicle,Electric,5
2019-06-01T00:00:00.000,Motorcycle,Diesel,1
2019-06-01T00:00:00.000,Light Vehicle,Petrol Or Cng Option,1
2019-06-01T00:00:00.000,Motorcycle,Other,2
2019-06-01T00:00:00.000,Light Vehicle,Solar,2
2019-06-01T00:00:00.000,Light Vehicle,CNG,2
2019-07-01T00:00:00.000,Light Vehicle,,39060
2019-07-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,83
2019-07-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,1140
2019-07-01T00:00:00.000,Light Vehicle,Petrol,227137
2019-07-01T00:00:00.000,Light Vehicle,Other,130
2019-07-01T00:00:00.000,Light Vehicle,LPG,901
2019-07-01T00:00:00.000,Light Vehicle,Hybrid,3148
2019-07-01T00:00:00.000,Light Vehicle,Electric,228
2019-07-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,11
2019-07-01T00:00:00.000,Light Vehicle,Diesel,53510
2019-07-01T00:00:00.000,Motorcycle,,13
2019-07-01T00:00:00.000,Motorcycle,Petrol,10719
2019-07-01T00:00:00.000,Motorcycle,Electric,12
2019-07-01T00:00:00.000,Heavy Vehicle,,460
2019-07-01T00:00:00.000,Heavy Vehicle,Petrol,26
2019-07-01T00:00:00.000,Heavy Vehicle,LPG,14
2019-07-01T00:00:00.000,Heavy Vehicle,Diesel,2589
2019-07-01T00:00:00.000,Heavy Vehicle,CNG,73
2019-07-01T00:00:00.000,Heavy Vehicle,Electric,5
2019-07-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,4
2019-07-01T00:00:00.000,Light Vehicle,Steam,1
2019-07-01T00:00:00.000,Motorcycle,Other,2
2019-07-01T00:00:00.000,Motorcycle,Diesel,2
2019-07-01T00:00:00.000,Light Vehicle,Solar,2
2019-07-01T00:00:00.000,Light Vehicle,CNG,2
2019-07-01T00:00:00.000,Light Vehicle,,39060
2019-07-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,83
2019-07-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,1140
2019-07-01T00:00:00.000,Light Vehicle,Petrol,227137
2019-07-01T00:00:00.000,Light Vehicle,Other,130
2019-07-01T00:00:00.000,Light Vehicle,LPG,901
2019-07-01T00:00:00.000,Light Vehicle,Hybrid,3148
2019-07-01T00:00:00.000,Light Vehicle,Electric,228
2019-07-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,11
2019-07-01T00:00:00.000,Light Vehicle,Diesel,53510
2019-07-01T00:00:00.000,Motorcycle,,13
2019-07-01T00:00:00.000,Motorcycle,Petrol,10719
2019-07-01T00:00:00.000,Motorcycle,Electric,12
2019-07-01T00:00:00.000,Heavy Vehicle,,460
2019-07-01T00:00:00.000,Heavy Vehicle,Petrol,26
2019-07-01T00:00:00.000,Heavy Vehicle,LPG,14
2019-07-01T00:00:00.000,Heavy Vehicle,Diesel,2589
2019-07-01T00:00:00.000,Heavy Vehicle,CNG,73
2019-07-01T00:00:00.000,Heavy Vehicle,Electric,5
2019-07-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,4
2019-07-01T00:00:00.000,Light Vehicle,Steam,1
2019-07-01T00:00:00.000,Motorcycle,Other,2
2019-07-01T00:00:00.000,Motorcycle,Diesel,2
2019-07-01T00:00:00.000,Light Vehicle,Solar,2
2019-07-01T00:00:00.000,Light Vehicle,CNG,2
2019-08-01T00:00:00.000,Motorcycle,Electric,12
2019-08-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,83
2019-08-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,1127
2019-08-01T00:00:00.000,Light Vehicle,Petrol,227007
2019-08-01T00:00:00.000,Light Vehicle,Other,128
2019-08-01T00:00:00.000,Light Vehicle,LPG,891
2019-08-01T00:00:00.000,Light Vehicle,Hybrid,3264
2019-08-01T00:00:00.000,Light Vehicle,Electric,236
2019-08-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,11
2019-08-01T00:00:00.000,Light Vehicle,Diesel,53772
2019-08-01T00:00:00.000,Motorcycle,,13
2019-08-01T00:00:00.000,Motorcycle,Petrol,10868
2019-08-01T00:00:00.000,Light Vehicle,,39083
2019-08-01T00:00:00.000,Heavy Vehicle,,459
2019-08-01T00:00:00.000,Heavy Vehicle,Petrol,28
2019-08-01T00:00:00.000,Heavy Vehicle,LPG,14
2019-08-01T00:00:00.000,Heavy Vehicle,Diesel,2589
2019-08-01T00:00:00.000,Heavy Vehicle,CNG,73
2019-08-01T00:00:00.000,Heavy Vehicle,Electric,5
2019-08-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,4
2019-08-01T00:00:00.000,Light Vehicle,Solar,1
2019-08-01T00:00:00.000,Light Vehicle,Steam,1
2019-08-01T00:00:00.000,Motorcycle,Other,2
2019-08-01T00:00:00.000,Motorcycle,Diesel,2
2019-08-01T00:00:00.000,Light Vehicle,CNG,2
2019-08-01T00:00:00.000,Motorcycle,Electric,12
2019-08-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,83
2019-08-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,1127
2019-08-01T00:00:00.000,Light Vehicle,Petrol,227007
2019-08-01T00:00:00.000,Light Vehicle,Other,128
2019-08-01T00:00:00.000,Light Vehicle,LPG,891
2019-08-01T00:00:00.000,Light Vehicle,Hybrid,3264
2019-08-01T00:00:00.000,Light Vehicle,Electric,236
2019-08-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,11
2019-08-01T00:00:00.000,Light Vehicle,Diesel,53772
2019-08-01T00:00:00.000,Motorcycle,,13
2019-08-01T00:00:00.000,Motorcycle,Petrol,10868
2019-08-01T00:00:00.000,Light Vehicle,,39083
2019-08-01T00:00:00.000,Heavy Vehicle,,459
2019-08-01T00:00:00.000,Heavy Vehicle,Petrol,28
2019-08-01T00:00:00.000,Heavy Vehicle,LPG,14
2019-08-01T00:00:00.000,Heavy Vehicle,Diesel,2589
2019-08-01T00:00:00.000,Heavy Vehicle,CNG,73
2019-08-01T00:00:00.000,Heavy Vehicle,Electric,5
2019-08-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,4
2019-08-01T00:00:00.000,Light Vehicle,Solar,1
2019-08-01T00:00:00.000,Light Vehicle,Steam,1
2019-08-01T00:00:00.000,Motorcycle,Other,2
2019-08-01T00:00:00.000,Motorcycle,Diesel,2
2019-08-01T00:00:00.000,Light Vehicle,CNG,2
2019-09-01T00:00:00.000,Light Vehicle,Petrol,227573
2019-09-01T00:00:00.000,Light Vehicle,,39255
2019-09-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,82
